Page,,Amount,Taxes,Cost Total,,,Value,Cost,Paid,Remaining,Pending,Payment
22,ones,,0s,,,,,,,,,[280)
22,,,,,,,,,,,,
22,,,,,,,,,,,,-
22,,,pie,,,,180),,,,,
22,,,,,$59],,,,,,,
23,,,,,,,,,,—,——,
23,,,,,,,,,Actual,,,
23,Deseription,,Estimate,,Replacement,,Less,Actual Cash,Replacement,,Estimated,
23,,,Amount,Taxes,Cost Total Age,/ Cond. / Life,recistion,Value,Cost w/Tax,Paid,Remaining Pendi,Payment
23,464. foods,,$600.00,928.27,$628.27 05,yi Avg Ay,80.00,$628.27,,$0.00,$0.00,$0.00
23,465. Freezer Food,,9200.0,$9.42,§209.42,OS yl Ave,$0.0,$209.42,,$0.00,$0.00,$0.00
23,466. Canned Goods,1.00 EA,$150.0,$1.07,$157.07,0.5 yf Avg. Dy,$0.00,$157.07,,$0.00,$0.00,$0.00
23,467. Spices,,$15.0,$3.53,$78.53,0.5 Avg. Ay,$0.0,$78.53,,$0.00,$0.00,$0.00
23,468. Baking goods,1.00 EA,$125.00,$5.89,$130.8,0.5 y/ Ave. Oy,30.00,$130.89,,$0.00,$0.00,80.0
23,469. Broom,1.00 EA,$15.48,$0.73,$16.21,Avg,$2.43,$13.78,,$0.00,92.43,30.00
23,470. Mop,,$25.00,$1.18,$26.18,Avg HOy,$5.24,$20.4,,$0.00,$5.24,$0.00
23,Ace Hardware - 10/30/2023,,,,,,,,,,,
23,Orig. Desc. - Mop,,,,,,,,,,,
23,"471, Dustpan",1.00 EA,$7.00,$33,$7.33,Avg. /I0y,0.23,%.60,,$0.00,$0.23,$0.00
23,Subtotals,,"$9,211.57",$434.06,"$9,645.63",,"52,090.10","$7,555.53",$0.00,$0.00,"$2,090.10",$0.00
23,Downstairs Rental Suite - DS RS,,,,,,,,,,,
23,Dining Room,,,,,,,,,,,
23,FURNITURE,,,,,,,,,,,
23,"COVERAGE B - PERSONAL PROPERTY - 34 FIRE, LIGHTNING,",& REMOVAL,,,,,,,,,,
23,472. Table / Chair set - Kitchen / Dining,,,,,,,NEED AGE,,$0.00,,9.00
23,room - 5-9 pes - High,,,,,,,,,,,
23,473. Table / Chair set - Kitchen / Dining,,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,room - 7-9 pes - Prem,,,,,,,,,,,
23,"474, Table / Chair set - Kitchen / Dining",,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,roam - 7-9 pes - Dix,,,,,,,,,,,
23,"475, Buffet / Server / Bar",,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,476. Rutch - China & kitchen,,,,,,,NEED AGE,,$0.0,$0.00,
23,477. Credenza,,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,"478, Cabinet bar",,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,"479, Wine rack",,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,480. Wine cabinet,,,,,,,XEED AGE,,$0.00,$0.00,$0.00
23,"481, Bakers rack",,,,,,,NEED AGE,,$0.00,$0.0,$0.00
23,482. Beach,,,,,,,NEED AGE,,$0.00,30.00,$0.0
23,"483, Chair",,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,"484, Curio",,,,,,,NEED AGE,,30.00,$0.00,$0.00
23,"485, Room divider / decorative screen",,,,,,,NEED AGE,,$0.00,$0.00,$0.0
23,‘The amount of RC Benefits remaining and/or,paid is subject to policy,"limitations,",,,,,,,,,
23,* amount is part of current payment,,,,,,,,,,,
23,© indicates depreciation is non-recoverable,,,,,,,,,,,
23,,,,,,,,,,,Page:24,
24,,,,,,,,,,,,——
24,,,,Estimate,,Replacement,,Less,Actual Cash,,,Estimated
24,,,,Amount,Taxes,Cost Total,,,Value,Cost wiTax,Paid,Remaining Pending
24,486. Wall mirror,,,,,,,,NEED AGE,,$0.00,$0.00
24,487. Portable,,,,,,,,NEED AGE,,$0.00,$0.00
24,"488, Fireplace soreen",,,,,,,,NEED AGE,,$0.00,$0.00
24,489. Fireplace tool set - 3+ pe. set,,,,,,,,NEED AGE,,$0.00,$0.00
24,490. Rug - Runner/Hall,,,,,,,,NEED AGE,,$0.00,$0.00
24,"491, Rug - Area",,,,,,,,NEED AGE,,$0.00,$0.00
24,492. Throw rug,,,,,,,,NEED AGE,,$0.00,$0.00
24,WALL ARTDECOR,,,,,,,,,,,
24,493. Framed artwork / priat,,,,,,,,NEED AGE,,$0.00,$0.00
24,"494, Wall decor",,,,,,,,NEED AGE,,$0.00,$0.00
24,495. Lithograph,,,,,,,,NEED AGE,,$0.00,$0.00
24,496. Painting - Artwork,,,,,,,,NEED AGE,,$0.0,$0.00
24,497. Tapestry,,,,,,,,NEED AGE,,$0.00,$0.00
24,498. Wall clock,,,,,,,,NEED AGE,,$0.00,$0.00
24,CURTAINS/DRAPES,,,,,,,,,,,
24,"499, Window valance",,,,,,,,NEED AGE,,$0.00,$0.00
24,500. Curtains / drapes,,,,,,,|,NEED AGE,,$0.00,$0.00
24,,,,|,,,,,,,,
24,DINNERWARE & SERVING PIECES,,,,,,,,,,,
24,501. Place setting 4 pe. - Fine china,,,,,,,,NEED AGE,,$0.00,$0.00
24,502. Salt & pepper shaker - Fine china,,,,,,,,NEED AGE,,$0.00,$0.00
24,,,,,,,|,,,,,
24,503. Bow - Salad/ Serving - Fine china,,,,,,,,NEED AGE,,$0.00,$0.00
24,504. Bowl - All-Purpose - Fine china,,,$43.00,$2.03,,15 yf Avg.,0.0,45.03,,$0.00,$0.00
24,505. Fine China - Gravy Boat,,,$90.00,$4.24,$94.24,15 y/ Avg. Dy,$0.0,$94.24,,$0.00,$0.00
24,506. Coffee pot / server - Fine china,,,$125.00,$5.89,$130.89,IS Ave. Dy,$0.00,$130.89,,$0.00,$0.00
24,507. Coffee creamer - Fine china,,,$90.00,3424,$94.24,IS yf Ave. Dy,0.0,$94.24,,$0.00,$0.00
24,508. Bowl - Sugar - Fine china,,,$100.00,,$104.71,IS Avg. Dy,$0.00,$104.71,,$0.00,$0.00
24,"509, Bowl - Fruit - Fine china",,,$60.00,$2.83,$62.83,IS yf Avg. My,$0.0,$2.83,,$0.0,$0.00
24,510. Teapot - Fine china,,,$90.00,$4.24,$94.24,IS yf Avg. Ay,-$0.00,$94.24,,$0.00,$0.00
24,511. Teacup & saucer - Fine china,,,$75.00,93.53,,IS yf Avg. My,,$78.53,,$0.00,50.00
24,“The amount of RC Benefits remaining,and/or paid is,subject to policy,"limitations,",,,,,,,,
24,* amount is part of current payment,,,,,,,,,,,
24,© indicates depreciation is non-recoverable,,,,,,,,,,,
24,5154K577),,,,,,,,,,,
25,,,,,,,,,,,,SI <>
25,,,,,,,,,,,,"jo 1 ,"
25,,,,,,,,,,,yoalqns pred,"Dy jo yunowre aq,"
25,wes,7S,es,,,,,,1608,,,| “1.66
25,00s,91°6S,,,LES,,,,,OSES,,94S
25,,,,,,,Koy Bay,Oc,,,,Young “¢¢¢
25,,,,,,,day,,,,,
25,ores,,,,,,,,wes,oss,,
25,Woes,,,,65,,,,,ses = ss,SOOT “Mp,- as put
25,W's,,,,,,Aqy ay,,,,,¢¢
25,0's,IS,,,IS,,,,HIS,,Va O01,- saones
25,,,,,,,,,,,,“675
25,,67S,,,,,,,,,,
25,00s,,,,,,,,,,,Apur
25,,LIS,,,IT6S,WEIS:,,,7s,WOss,,-
25,,,,,,res;,,,,,001,
25,es,,00s,,,,,,8815,,,- 9s ‘p76
25,,,,,,,Koy Say hz,,,,,
25,,,,,132%,,,,$95,,,
25,,,ones,,,,,,,,,Aen
25,,,,,,,,,$95,,,dnog “976
25,0s,,,,,,,,,,,
25,,,,,,,Kou,028,60S,,,- 26
25,,09°95,OS,,STZIS,,,,$305,,,-
25,ores,(00S,,,TASS,,,,108,,,
25,OS,,,,,,,028,1605,,-,/ -
25,wes,,,,,OL,,,6608,,,- “pls
25,wes,,,,,,,,,,-,249] - 105
25,00'0S,,,,,,Ky,,Ores,,001 =,
25,,,,180.),,,,,,qunowy,,
25,,,,,,7],,,,,,
26,,,,,,,,,,,,"wound Jo wed si yunoue ,"
26,,,,,,,,,,,0; st pred,Jo wnowre
26,00s,,,1809,093N,,,,,,-,ayqeysuag aud
26,wos,,,,,,,,Ores,,,
26,Wes,,,,,,,,,,,vod / “666
26,wes,,,9TOIS,,,ay hg,IF ISS,,,,
26,,,,,,,,,,,,“166
26,,,,,,,,gress,,,,
26,000,,,,,,,,,,,
26,Wes,,,,,,Koy aay,,,,,198 “p65
26,wos,6s 1,wes,,,,,,,,,[nog
26,ores,,W005,,,,,,,,001 /,
26,es,,000s,96215,,,,ORS,1605,,¥I001,SHPUED
26,wos,,,76S,,,,,avs,,VIO,/
26,,9645,wos,,,96,,,,,,“646
26,wes,,Ws,,,,Bay,,,,,
26,,96218,,,,,Agy Bay,,,wots,,-
26,,$38,wes,,,,,,,,,
26,,7607S,wos,,,,Key Bay,,,,,136
26,wes,2095,,,,,Agy,4),£075,,001,“pec
26,,wes,,Ores,,,Ay day KG),OF,Ores,,,“CHC
26,,,,,,,,,,,,2d
26,,,,40°95,,,Bay,90895,,,,
26,,,00'0S,,,,,,1°95,,,
26,,,,,,,,,,,,sod
26,wes,,,,,,,,,,| 32S,-
26,,,0S,,,EIS:,,,,,,-
26,,,,,,,,,,,,of
26,(00S,,,,,,Kou Bay,,,,+ aod,-
26,,,,,,57],,,,,,
26,,,—,,,,,,,,,
27,,97.0804,,,,,,,,,,
27,,,,,,,,,,,,
27,,,,,,,,,,,,
27,,,,,,,,,,,,
27,,,,000s,,,,,,,,
27,woes,,,wos,,,,,,,,
27,wos,,LOLSIS,,,,,=,,,,WIS
27,oes,,£1578,,,,,,,,,LS
27,,,,was,,,,,,,,
27,,,,,,,,,,,,
27,,,£9615,wos,,06855,,,,,gus,SES
27,,,,,,,,,,,,
27,,,,,,86765,,,,,,
27,,,,,,,,,,,,|
27,,,,,,,,,,,,
27,,,,oes,,,,,,,,
27,,,,,,,,,,,,ES
27,Wes,,,0005,,,,,,,,wes
27,,,,,,,,,,,,
27,,,,wos,,,,,,,,
27,,,10688,,,101088,,,,,,
27,Wes,,,,,,,Kou,Say,£7,,(7
27,,,,,,(329,,,Bay,,,Lous
27,,,,,,qownos,,,,,,
27,0S,,,,,,,,,,,
27,,,,,,,,,,,,
27,,,,,,,,,,,,
27,,,,,,,,,,,,
27,00'0S,,,,,,,,,,,96215
27,,,,,,,,,,,,
27,,,,,,,,,,,,
27,,,,pitd,,,,,,,,
27,,,,,,,97],,,,,
27,,,,,[easy,,,,,,,
27,,Lm,,——,,,,,,,,
28,,,,,,,,,RC,Benefits* ———,,
28,,,,,,,,Actual,,,,
28,,Estimate,,Replacement,,Less,,Replacement,,Estimated,,
28,,,Taxes,Cost Total,,,Value,Cost w/Tax,Paid,Remaining Pending,Payment,
28,579. Wastebaskel / / trash can,$15.00,$071,$15.71,,,$12.57,,$0.00,$3.14,$0.00,
28,580. Decorative figurine / Statue / 2.00 EA,$84.00,$3.9,$87.96,Dy! Ave ily,$8.80,579.16,,$0.0,$8.80,$0.00,
28,Sculpture Family Heirloom from,,,,,,,,,,,
28,Mexico,,,,,,,,,,,
28,Orig. Desc. - Decorative figurine / Statue / Sculpture,,,,,,,,,,,
28,581. Pottery Family Heirlom from 2.00 EA,$140.0,%.60,$146.60,y/ Avg.,$117.28,$29.32,,$0.00,$117.28,,
28,Mexico,,,,,,,,,,,
28,Orig. Desc. - Pottery,,,,,,,,,,,
28,CURTAINS/DRAPES,,,,,,,,,,,
28,582. Window valance,$375.00,$17.67,$392.67,Ave. /I0y,$833,$314.14,,$0.00,$78.53,90.00,
28,583. Curtains / drapes 5.00 EA,$625.00,929.45,$6445.,,$130.89,$523.56,,$0.00,$130.89,$0.00,
28,LINENS,,,,,,,,,,,
28,"534, Mattress pad",$70.00,$3.30,$73.30,I Avg.,$14.66,$58.64,,$0.00,$14.66,50.00,
28,,,,,|,,,,,,,
28,585. Quilt,$125.0,,$130.89,Ave.,$32.72,$98.17,,$0.00,$32.72,50.00,
28,586. Blanket - Throw 2.00 EA,$78.00,$3.68,$81.68,Ave,$24.0,$57.18,,$0.00,$24.50,$0.00,
28,587. Pillow,$80.00,$3.77,,,$5.03,$78.74,,$0.00,$5.03,$0.00,
28,588. Pillow case 8.00 EA,$224.00,$10.55,,,,5206.40,,$0.00,928.15,$0.00,
28,589. Massage cushion / pillow 1.00 EA,$85.00,HO!,$39.01 2,yl,$17.80,S121,,$0.00,$17.80,$0.00,
28,WALL ART/DECOR,,,,,,,,,,,
28,590. Tapestry Heirloom,$149.00,$7.02,$156.02,Avg.,$0.0,$156.02,,$0.00,$0.00,$0.00,
28,Orig. Desc. - Tapestry,,,,,,,,,,,
28,591. Wall decor,$315.00,$14.34,$329.84,Tyl Avg.,$230.89,$98.95,,$0.00,$230.89,$0.00,
28,592. Decorative shelf / ledge,$90.00,424,$34.24,Ave,518.85,$75.39,,$0.00,$18.85,,
28,APPLIANCESELECTRONICS,,,,,,,,,,,
28,593. Window air conditioner/heater,$120.00,$5.65,$125.65,Oy,$35.13,$100.52,,$0.00,925.13,$0.00,
28,594. Air purifier / Ate cleaner 1.00 EA,$120.0,$5.65,$125.65,Avg.,,$87.95,,$0.00,$37.70,$0.00,
28,595. Cell phone charger EA,$22.00,,$23.04 d,yf Avg,,$18.43,,$0.00,$461,$0.00,
28,596. Laptop/Notebook computer - Less,,,,,,PRICE,,$0.00,$0.00,$0.0,
28,than 15 inch,,,,,,SOURCE,,,,,
28,597. DVD player,$25.00,$1.18,$26.18 |,yf Avg.,2.62,$23.56,,$0.00,$2.62,,
28,598. Alarm clock / Clock radio 1.00 EA,,son,$15.71 S,yf Avg.,$7.86,$785,,$0.00,$7.86,9.00,
28,"599, Surge protector 2.00EA",$60.00,92.83,$62.83,Avg,$18.85,343.98,,$0.00,$18.35,$0.0,
28,* The amount of RC Benefits remaining and/or paid is subject,to policy timitations.,,,,,,,,,,
28,* amount is part of current payment,,,,,,,,,,,
28,© indicates depreciation is non-recoverable,,,,,,,,,,,
28,5154K577),,,,,,,,,Page:29,,
29,wy,,,,,,,,,,,
29,,,,,,,,,,,"——,",
29,,,,,,,,Actual,,,,
29,Description,Estimate,,Replacement,,Less,Actual Cash,Replacement,,Estimated,,
29,,Amount,Taxes,Cost Total e/,Cond. / Life,,Value,Cost w/Tax,Paid,Remaining,,Payment
29,"HEALTH & BEAUTY AIDS,","COSMETICS, ETC.",,,,,,,,,,
29,600. Clothes 10 pk.,"1,00 EA $65.00",$3.06,$68.06,I y/ Avg.,81,$1.25,,$0.00,,,50.0
29,BOOKS/MAGAZINES,,,,,,,,,,,
29,601. Coffee tble book,1.00EA $18.0,$0.85,$18.85,Sy!,$15.08,,,$0.00,$15.08,,$0.00
29,602. Hardback book,10.00 EA $200.00,§9.42,$209.42,Avg Ny,,$104.71,,$0.00,$104.71,,$0.00
29,603. Paperback book,30.00 EA,$12.22,$282.72,,$141.36,$141.36,,$0.00,$141.36,,$0.00
29,Subtotals,"$6,646.00",$313.15,"$6,959.15",,"$1,817.49","$5,141.66",,$0.00,"$1,817.49",,$0.00
29,Downstairs Rental Suite - DSRS,,,,,,,,,,,
29,Bedroom 2,,,,,,,,,,,
29,FURNITURE,,,,,,,,,,,
29,QUEEN:,,,,,,,,,,,
29,COVERAGE B - PERSONAL PROPERTY -,"34 FIRE, LIGHTNING, & REMOVAL",,,,,,,,,,
29,604. Mattress / Boxspring set - Queen,1.00 BA $300.00,$37.70,$837.20,lyf Avg. 20y,41.89,S79581,,$0.00,$41.89,,$0.00
29,605. Bed sheet set - Queen,1.00 EA $80.00,$3.77,$83.77,lyf Ave. Sy,$16.75,$67.02,,$0.00,$16.75,,$0.00
29,606. Headboard / Footboard,$189.00,$91,$197.91,,$9.0,$188.01,,$0.00,$9.90,,80.00
29,Item found from,on 12/8/2023,,,,,,,,,,
29,607. Nightstand Amazon,,$930,$217.80,2yl Avg Q0y,$21.8,$1%.02,,50.00,921.78,,$0.00
29,Desc. - Nightstand,,,,,,,,,,,
29,608. Dresser / Chest of drawers,Amazon $120.00,$5.65,$125.65,Avg. 20,$12.57,$113.08,,30.00,$12.57,,$0.00
29,Orig. Desc. - Dresser / Chest of,drawers,,,,,,,,,,
29,609. Armoire Vintage,,,$680.63 lO,y/ Avg.,,$136.13,,$0.00,$544.50,,$0.00
29,Ong. Dese. - Armoire,,,,,,,,,,,
29,610. Bookcase / Bookshelf Target,1.00 EA $90.0,$424,$94.24,20y,514.14,$80.10,,$0.00,$14.14,,
29,Orig. Desc. - Bookcase / Bookshelf,,,,,,,,,,,
29,611. Desk Ross,1.00 EA,$3.06,$68.06,Syl Ave. 20y,$1021,$57.85,,$0.00,,,$0.00
29,Orig. Desc. - Desk,,,,,,,,,,,
29,612. Chair - Computer / Task Office,Max 1.00 EA $75.00,$3.53,$78.53,Ave,$23.%,,,$0.00,$23.56,,$0.00
29,Desc. - Chair - Computer / Task,,,,,,,,,,,
29,613. Ottoman Amazon,$230.00,510.84,,Avg. /10y,$225,$168.59,,$0.00,$22.25,,$0.00
29,[tem found from www.amazon.com,on [28/2023,,,,,,,,,,
29,“The amount of RC Benefits,"remaining and/or paid is subject to policy limitations,",,,,,,,,,,
29,* amount is part of payment,,,,,,,,,,,
29,indicates depreciation is,non-recoverable,,,,,,,,,,
29,,,,,,,,,,Page:30,,
30,,,,,,,,RC,Benefits* |,,,
30,Estimate,,Replacement,,Less,Actual Cash,,,Estimated,,,
30,Q Amount,Taxes,Cost Total,¢/Cond./Life,,Value,Cost wiTax,Paid,Remaining Pending,Payment,,
30,Ong. Desc. - Ottoman,,,,,,,,,,,
30,614. Floor mirror $65.00,$3.06,$68.06,Syf Avg. 20y,$17.2,$51.04,,$0.00,,$0.0,,
30,615. Jewelry armoire Target $65.00,$3.06,$68.06,20y,,$64.66,,1.0,$3.40,$0.00,,
30,Orig. Desc. - Jewelry armoire,,,,,,,,,,,
30,616. Rug - Area Target 1.0 EA $120.00,§5.65,$125.65,Avg,95.13,$100.52,,$0.00,$25.13,$0.00,,
30,Orig. Desc. - Rug - Area,,,,,,,,,,,
30,DECORATIVE ITEMS/ACCENTS,,,,,,,,,,,
30,"617, Hamper - Laundry Ross 1.00 BA $35.00",$1.65,$36.65,Avg.,$18.33,$18.32,,$0.0,$18.33,$0.00,,
30,Ong. Desc. - Hamper - Laundry,,,,,,,,,,,
30,618. Picture frame 7.00 EA $175.00,$3.25,$183.25,Syl Avg.,$91.63,$91.62,,$9.00,$91.63,$0.00,,
30,649. Table lamp $64.00,$3.02,$67.02,Ave. /0y,$13.40,$53.62,,$0.00,$13.40,$0.00,,
30,620. Shoe tree / Rack / Organizer Ross LOOEA $25.00,$1.18,$26.18,,$13.09,$13.09,,$0.00,$13.09,$0.00,,
30,Orig. Dese. - Shoe tree / Rack / Organizer,,,,,,,,,,,
30,garbage / trash can 1.00 EA $12.00,80.57,$12.57,Ave,251,$10.06,,$0.00,92.51,$0.00,,
30,Oss,,,,,,,,,,,
30,Orig. - Wastebasket / garbage / trash can,,,,,,,,,,,
30,622. Candles 6.00 EA $120.0,$5.65,$125.65,Avg. /I0y,,$118.1],,$0.00,$7.54,$0.00,,
30,623. Decorative figurine / Statue / $119.00,$561,$124.61,Ave. Hy,$12.46,$112.15,,$0.00,$12.46,,,
30,Sculpture Virgin Mary,,,,,,,,,,,
30,Orig. Dese. - Decorative figurine / Statue / Sculpture,,,,,,,,,,,
30,CURTAINS/DRAPES,,,,,,,,,,,
30,"624, Window valance 200EA",$7.07,$157.07,Avg. NOy,$78.4,$18.53,,$0.00,$78.54,$0.00,,
30,625. Curtains / drapes 2.00 BA $250.00,$11.78,$261.78,Syl Avg.,,$130.89,,$0.00,$130.89,$0.00,,
30,LINENS,,,,,,,,,,,
30,626. Mattress pad 1.00 EA $70.00,$330,$73.30,Zyl Ave. Sy,$29.32,43.98,,$0.00,99932,$0.00,,
30,627. Comforter Targel $130.00,$6.13,$136.13,Avg.,$13.61,$122.52,,$0.00,$13.6),$0.00,,
30,Ong. - Comforter,,,,,,,,,,,
30,628. Blanket - Throw JC Pennys $65.00,$3.06,$68.06,Avg.,$5445,$13.61,,$0.00,$54.45,1.0,,
30,|,,,,,,,,,,,
30,Orig. Desc. - Blanket - Throw,,,,,,,,,,,
30,629. Decorative / Throw pillows 6.00 EA 924000,=,95131,Syl Avg.,$7539,$175.92,,$0.00,$75.39,80.00,,
30,630. Pillow 2.00 EA 540.00,$1.88,$41 88,Ave. fly,$12.4,$29.32,,$0.00,$12.56,$0.00,,
30,‘The amount of RC Benefits remaining and/or paid is subject to policy limitations.,,,,,,,,,,,
30,* amount is part of current payment,,,,,,,,,,,
30,© indicates depreciation is non-recoverable,,,,,,,,,,,
30,5154K577),,,,,,,,Page:31,,,
31,,,,,,,,— RC,Benefits* ——,,,
31,,,,,,,Actual,,,,,
31,Deseription Estimate,,Replzcement,,Less,Cash,Replacement,,Estimated,,,
31,Amount,Taxes,Cost Total,e/Cond./Life,Depreciation,Value,Cost,Paid,Remaining Pending,Payment,,
31,631. Pillow case $112.00,$528,$117.28,lyf Avg.,$23.46,$93.82,,$0.00,$23.46,$0.00,,
31,WALL,,,,,,,,,,,
31,632. Framed artwork / print $159.0,$749,$166.49,4yf Avg.,$66.60,$99.89,,$0.00,,$0.0,,
31,633. Tapestry Mexican Blanket LOOEA,$202,,,00,,,$0.00,$0.00,,,
31,Orig. Desc. - Tapestry,,,,,,,,,,,
31,634. Decorative ledge $60.00,$283,$62.83,byl Avg /I0y,$37.10,$25.13,,$0.00,$37.0,$0.00,,
31,APPLIANCESIELECTRONICS |,,,,,,,,,,,
31,"635, Window air conditioner/heater 1.00 EA $120.0",$5.65,$125.65,,$25.13,$100.52,,$0.00,,$0.0,,
31,636. Aur Air cleaner 1.00 EA $120.00,$5.65,$125.65,Avg MOy,$37.0,$87.95,,$0.00,$37.70,$0.00,,
31,"637, Laptop/Notebook computer - Less",,,,,PRICE,,$0.00,$0.00,$0.00,,
31,than 15 inch,,,,,SOURCE,,,,,,
31,638. LCD / LED-LCD 30-39 in. 1.00 BA $350.00,$16.49,9366.49,,$109.95,$256.54,,$0.00,$109.95,$0.00,,
31,639. Surge protector 3.00 BA $90.0,44,$424,Avg,$18.85,$7539,,$0.00,$18.85,$0.00,,
31,"HEALTH & BEAUTY AIDS, COSMETICS, ETC.",,,,,,,,,,,
31,640. Perfume / Cologne 5.00 EA $350.00,$16.49,$366.49,lly,,$183.24,,50.00,$183.25,50.00,,
31,ssi glasses (Frames only) BA $200.00,$9.42,$208.42,L Avg.,,$188.48,,$0.00,$20.94,$0.00,,
31,y Ban,,,,,,,,,,,
31,"Ong, Dese. - Prescription glasses (Frames only)",,,,,,,,,,,
31,(enter price) 1.00 EA $100.00,$471,,Avg. Wy,$0.00,$104.71,,$0.00,$0.00,$0.00,,
31,Orig. Desc. - Makeup - foundation (eater price),,,,,,,,,,,
31,643. Makeup - blush (enter price) $25.0,$1.18,$26.18,Avg. Ay,,$26.18,,$0.00,$0.00,$0.00,,
31,Orig. Desc. - Makeup - blush (enter price),,,,,,,,,,,
31,shawdow (enter price) $63.00,$2.97,$6597 ODS,yf Avg. Wy,50.00,$6597,,$0.00,$0.00,$0.00,,
31,ura Gellar,,,,,,,,,,,
31,Orig. Desc. - Makeup - eye shawdow (enter price),,,,,,,,,,,
31,645. Makeup - eye liner (enter price) 3.00 EA 9225.00,$10.60,$235.60,05 y/Avp. Dy,,$235.60,,$0.00,$0.00,90.0,,
31,Mac,,,,,,,,,,,
31,Orig. - Makeup - eye liner (enter price),,,,,,,,,,,
31,"646, Makeup (enter price)",,,Avg. Dy,00,,,$0.00,$0.00,0.00,,
31,"647. Makeup - skincare, facecream, 1.00 BA $134.99",$6.36,SH135,Avg. My,90.0,$141.35,,$0.00,$0.00,$0.00,,
31,lotions (enter price) Shisedo,,,,,,,,,,,
31,Set,,,,,,,,,,,
31,"Orig. Desc. - Makeup - skincare, facecream, facewash, lotions (enter price)",,,,,,,,,,,
31,* The amount of RC Benefits remaining and/or paid is subject to policy limitations.,,,,,,,,,,,
31,* amount is part of current payment,,,,,,,,,,,
31,© indicates depreciation is non-recoverable,,,,,,,,,,,
31,5154K577),,,,,,,,Page:32,,,
32,,,,,,,,— RC,,,,
32,Estimate,,Replacement,,Less,Actual Cash,,,Estimated,,,
32,648. Makeup - hair products (enter price) 2.00 EA $370.00,$17.43,$387.43 0.08,Avg.,,$387.43,,$0.00,$0.00,$0.00,,
32,Shampoo conditioner set,,,,,,,,,,,
32,Orig. Desc. - Makeup - hair products (enter price),,,,,,,,,,,
32,649. Hair brush Comb 2.00 EA $50.00,,$52.36,2 yl Avg.,$20.94,$31.42,,$0.00,920.94,$0.00,,
32,650. Hair clip / Headband 10.00 EA $50.00,9.36,$52.36 I,yl Avg. /10y,$5.4,47.12,,$0.00,$5.24,$0.00,,
32,651. Clothes hanger - 10 pk. 1.00 EA $65.00,$3.06,$68.06,Syl Avg. /lOy,$34.03,$34.03,,$0.00,$34.03,$0.00,,
32,MULTIMEDIA,,,,,,,,,,,
32,652. DVD 60.00 EA $900.00,,$942.41,By,$235.00,$706.81,,$0.00,,$0.00,,
32,653. DVD Box Set Friends $39.99,424,$94.23,Syl Ave fly,$3.56,$10.67,,$0.00,,$0.00,,
32,654. DVD Player $45.00,$2.12,47.12,2 yl Ave By,,$35.34,,$0.00,$11.78,$0.00,,
32,Orig. Dese. - Blu-ray movie,,,,,,,,,,,
32,Subtotals,$401.34,$8918.82,,$2221.55,$6697.27,$0.00,$0.00,$2221.55,$0.00,,
32,Downstairs Rental Suite - DSRS,,,,,,,,,,,
32,Bathroom,,,,,,,,,,,
32,FURNITURE,,,,,,,,,,,
32,"COVERAGE B - PERSONAL PROPERTY - 4 FIRE, LIGHTNING, & REMOVAL",,,,,,,,,,,
32,655. Bathroom spacesaver 1.00 EA $125.0,$5.89,$130.89,Ave. 20y,$19.8,,,$0.00,$19.63,$0.00,,
32,656. Towel stand 1.00 EA $53.00,$2.50,$55.0,Avg Oy,,$38.85,,$0.00,$16.65,$0.00,,
32,,,,,|,,,,,,,
32,657. Storage / Linen tower 1.00 EA 970.0,$12.72,$282.22,Ave. 20y,,$24031,,$0.00,4241,$0.00,,
32,658. Towel warmer $161.0,$1.59,$168.59,4y/,$67.44,,,$0.00,$67.44,,,
32,659. Step stool,$1.88,$41.83,Tyl Avg.,$14.66,927.22,,$0.00,$14.66,$0.00,,
32,CURTAINSIDRAPES,,,,,,,,,,,
32,660. Window valance 1.00 EA $22.00,$1.04,$23.4,Jy!,$6.91,$16.13,,$0.00,$6.91,$0.00,,
32,|,,,,,,,,,,,
32,WALL ART/DECOR,,,,,,,,,,,
32,661. Wall decor $45.00,2.12,$47.12,Ave.,$37.70,,,$0.00,$37.70,$0.00,,
32,662. Framed artwork / print,$2.50,$55.50,Avg. 10,44.40,,,$0.00,$4.40,$0.00,,
32,663. Wall mirror $176.0,$8.29,$184.29,Avg,$27.4,$156.65,,$0.00,,50.00,,
32,664. Decorative shelf / ledge 1.00 EA,221,44921,Sy Ave. /I0y,$14.76,84.45,,$0.00,$14.76,$0.00,,
32,DECORATIVE ITEMS/ACCENTS,,,,,,,,,,,
32,665. Hamper - Laundry $50.00,$236,$52.36,Sy/ Avg.,$26.18,96.18,,$0.00,$26.18,$0.00,,
32,‘The amount of RC Benefits and/or paid is subject to policy limitations.,,,,,,,,,,,
32,* amount is part of current payment,,,,,,,,,,,
32,© indicates depreciation is non-recoverable,,,,,,,,,,,
32,5154K577],,,,,,,,Page:33,,,
33,,,,,,,,,,,——,
33,,,,,,,,,Actual,,,
33,,,Estimate,,Replacement,,Less,Actual Cash,Replacement,,Estimated,
