Page,,Amount,Taxes,Cost Total,,,Value,Cost,Paid,Remaining,Pending,Payment
16,333. Saw - Corded,1.00 EA,$74.9,$353 $78.52,8 yf Avg. $314],47.11,,$0.00,,,$0.00,
16,Orig. - Tape measure,,,,,,,,,,,
16,"334, String trimmer",,$249.00,$11.23 $260.33 4 yf,Above Avg. /20 y $3129,$229.44,,$0.00,$129,,$0.00,
16,Orig. - Parts washer,,,,,,,,,,,
16,335 Pole aw,EA,,,,,,m0,,,MD,
16,"Orig, Cho saw",,,,,,,,,,,
16,136 Power Sande,,,,,,,,,,,
16,"Orig,",,,,,,,,,,,
16,337. Brake Bleeder Kit,,410.0,$1932 4932,Avg 3219,,,,$321.99,,$0.0,
16,Orig. Dese. - Table saw,,,,,,,,,,,
16,338. Ball Joint Remover / Install Kit,1.00 EA,$677.38,$31.92 $709.30,20y 354.65,$354.65,,$0.00,$354.65,,$0.00,
16,Orig. Desc. - Tie rod too! - Automotive,,,,,,,,,,,
16,339. Torque wrench,,$105.00,3495 $109.95,8 Ave. 220 y $43.8,$5.97,,$0.00,,,9.0,
16,MO. Wrench - Air Impact,1.00 EA,$129.50,$6.10 $135.60,Avg. 20y $33.91,$101.69,,$0.00,$33.91,,$0.00,
16,‘The amount of RC Benefits remaining and/or,paid is subject to policy,"limitations,",,,,,,,,,
16,* amount is part of current payment,,,,,,,,,,,
16,© indicates depreciation is non-recoverable,,,,,,,,,,,
16,5154K577),,,,,,,,,,,
17,,,,,,,,—,RC,,,
17,,,,,,,Actual,,,,,
17,,Estimate,Replacement,,Less,,Replacement,,Estimated,,,
17,,Amount,Taxes Cost Total,¢/ Cond. / Life,recistion,Value,Cost,Paid,,Pending,Payment,
17,Orig. Dese. - All-purpose combination hand toot set,,,,,,,,,,,
17,SPORTING ACTIVITIES,,,,,,,,,,,
17,341. Olympic weight Bench,,,,,$73.09,,$000,,,90.00,
17,Orig. Desc. - Duck Boat,,,,,,,,,,,
17,"V2, Mavey Cage System",,,,,,,9000,,,90.00,
17,Orig. Desc. - Canoe,,,,,,,,,,,
17,"43, Weight Bench Preacher Cul",$0000,994,,,,,,,,$0.00,
17,etl bat,,,,,,,,,,,
17,Weight Bench,,,,,,,,,,$0.00,
17,"Orig, Desc - Boat - Fishing",,,,,,,,,,,
17,65. Cap Olympic Curl Bar,$38.00,,,,,,,1990,,$0.00,
17,,,,|,,,,,,,,
17,Orig. Boat - Pontoon,,,|,,,,,,,,
17,"46, Lionsooo 4 Olypic Ba LODEA",,,,,$43.98,,$000,$43.98,,90.00,
17,,,|,,,,,,,,,
17,Orig. Dese. - Boat - Inflatable,,|,,,,,,,,,
17,"47, Dumbell",,,,,,,,,,$0.00,
17,"Orig, ese. - Kayak",,,,,,,,,,,
17,,,|,,,,,,,,,
17,"U8, w/ stand",,,,,,,90.00,,,$9.00,
17,Orig. Desc. - Windsurfing - Complete board & sail set,,,,,,,,,,,
17,349. Treadmill,,$680.63,3 yf Above Avg. /I0 y,$122.51,$558.12,,$0.00,$122.51,,$0.00,
17,350. Skateboard,40000,HIB 8S,Avg. /l0y,$125.66,$293.19,,$0.00,$125.66,,$0.0,
17,351. Drink Food cooler 60,,,,,$13.98,,,,,$0.00,
17,|,|,,,,,,,,,,
17,Orig. Desc. - Drink / Food cooler,,,,,,,,,,,
17,"382, Drink Food Cooter 120",,,,,,,,,,$0.00,
17,Orig. Desc - Field hockey stick,,,,,,,,,,,
17,ELECTRONICS/MULTIMEDIA,,,,,,,,,,,
17,353. Kala KA-15 Tenor Bundle -,,$314.14,Avg Sy,,$283,,$0.00,$251.31,,90.00,
17,Natural Mahogany,,|,,,,,,,,,
17,Amazon on Amazon.com - 10/9/2023,,,,,,,,,,,
17,Orig. Dese. - Speaker stand,,,,,,,,,,,
17,"354, Ukulele 1.00 EA",$120.0,$5.65 $125.65,5 y/ Above 20y,$18.85,$106.80,,$0.00,,,$0.00,
17,* The amount of RC Benefits remaining and/or paid is subject to,policy limitations.,,,,,,,,,,
17,* amount is part of current payment,,,,,,,,,,,
17,> indicates depreciation is non-recoverable,,,,,,,,,,,
17,5154K577),,,,,,,,,,,
18,,,,,,,,,r—,——,,
18,,,,,,,,Actual,,,,
18,Description,Estimate,,Replacement,,Less,Actual Cash,,,Estimated,,
18,,Amount,Taxes,Cost Total,,Depreciation,Value,Cost,Paid Remaining,Pending,Payment,
18,"Orig, Dese. - Stereo receiver",,,,,,,,,,,
18,"355, Stereo system",,,,,,PRICE,,$0.00,$0.00,$0.00,
18,,,,,,,SOURCE,,,,,
18,"356, Speaker - Floor / Tower Equalizer",,,,,,PRICE,,$0.00,$0.00,$0.00,
18,,,,,,,SOURCE,,,,,
18,Orig. Desc. - Speaker - Floor / Tower,,,,,,,,,,,
18,357. Speaker Tower w/ Equalizer,,,,,,PRICE,,$0.00,$0.00,$0.00,
18,,,,,,,SOURCE,,,,,
18,Orig. Desc. - Shortwave or worldband radio,,,,,,,,,,,
18,358. TV -LCD/ LED-LCD 32 inch 1.00 EA,$230.00,S10.84,$240.84,Syl Avg. fy,$120.2,$120.42,,$0.00,$120.42,$0.00,
18,Smart TY,,,,,,,,,,,
18,Orig. - TY -LCD 40-49 in.,,,,,,,,,,,
18,359. TV - LCD /LED-LCD 55-59 in. 1.00 EA,$350.00,$16.49,$366.49,Avg.,$109.95,$256.54,,$0.00,$109.95,$0.00,
18,Subtotals,"$13,182.08",,"$13,803.20",,,"$8,613.82","$0,00",$0.00,"$5,189.38",$0.00,
18,Main Level - Carport,,,,,,,,,,,
18,"COVERAGE B - PERSONAL PROPERTY - 4 FIRE, LIGHTNING, & REMOVAL",,,,,,,,,,,
18,"360. Beer Pong Table Point Pong, 1.00 EA",$127.91,$6.03,$133.94,lyfAve,= $13.39,$120.55,,$0.00,$13.39,$0.00,
18,PPTABLE,,,,,,,,,,,
18,Wayfair - 10/16/2023,,,,,,,,,,,
18,Orig. Dese. - Beer Pong Table,,,,,,,,,,,
18,"361.48 Folding Table,",,,,,,DOCUMENTATI,,$0.00,$0.00,$0.00,
18,R244823BULKSTABLEPALLET,,,,,,ON,,,,,
18,Wayfai - 10/16/2023,,,,,,,,,,,
18,Orig. Dese. - Folding Table,,,,,,,,,,,
18,FURNITURE & DECOR,,,,,,,,,,,
18,"362, Flooring / Fatigue mat",$140.00,$6.60,$146.60,10 y/ Avg. 20y,$3.30,$73.30,,$0.00,$73.30,$0.00,
18,"363, Audio rack / cabinet 1.00 BA",$185.00,$8.72,$193.22,6 yf Ave. 20y,$58.12,$135.60,,$0.00,$58.12,$0.00,
18,"364, Floor lamp 1.00 EA",$160.00,$7.54,$167.4,4y/ Avg.,$67.02,$100.52,,$0.00,$67.02,$0.00,
18,365. Table amp 1.00 EA,$89.00,$4.19,$93.19,4 yf Avg,937.28,$5591,,$0.00,$37.28,$0.00,
18,366. Table - Accent 1.00 EA,$136.00,,$142.41,Sy/ Avg.,,$106.81,,$0.00,935.60,$0.00,
18,367. Chair 1.00 EA,$330.0,$15.55,$345.55,Avg.,,$103.66,,$0.00,$241.89,$90.0,
18,CURTAINS/DRAPES,,,,,,,,,,,
18,"368, Window valance 1.00 EA",$22.00,,$23.04,Avg.,$16.13,$691,,$0.00,$16.13,$0.00,
18,369. Curtains / drapes,$30.00,,$3141,8 yf Av. /I0y,$25.13,$6.28,,$0.00,$25.13,$0.00,
18,‘The amount of RC Benefits remaining and/or paid is subject to policy,limitations.,,,,,,,,,,
18,* amount is part of current payment,,,,,,,,,,,
18,© indicates depreciation is non-recoverable,,,,,,,,,,,
18,,,,,,,,,,Page:19,,
19,,,,,,,,,RC,Benefits* —,,
19,Description,Estimate,,Replacement,,Less,Actual Cash,,,Estimated,,
19,,Amount,Taxes,Cost Total,,,Value,Cost w/Tax,Paid Remaining,Pending,Payment,
19,FITNESS/GYM EQUIPMENT,,,,,,,,,,,
19,370. exercise / Ab 1.00 EA,$100.0,471,$104.71,Avg.,$83.77,$20.94,,$0.00,$33.77,$0.00,
19,machine,,,,,,,,,,,
19,"371, Boxing - Heavy / Training bag",$95.00,,$9948,pf Avg.,$79.38,$19.90,,$0.00,$79.58,$0.00,
19,372. Boxing - Speed bag,$45.00,$2.12,47.12,,$23.56,$23.56,,$0.00,923.56,$0.00,
19,373. Boxing gloves 1.00 EA,$40.00,$1.38,SAL 88,Avg,$16.25,95.13,,$0.00,$16.75,$0.00,
19,"374, Elliptical machine 1.00 EA",$600.00,92827,$628.27,Syl Avg,$188.48,439.79,,$0.00,$188.48,80.00,
19,"315, Treadmill 1.00 EA",$650.00,,$680.63,Avg,,$272.25,,$0.00,$408.38,$0.00,
19,"376, Stationary bike",$250.00,,$261.78,,200.42,$52.36,,$0.00,§209.42,$0.00,
19,"377, Home",$560.00,,$586.39,yf Avg /I0y,,$117.28,,$0.00,$469.11,$0.00,
19,378. Stepper 1.00 EA,$80.00,$3.77,$83.77,Avg.,4189,4188,,$0.00,S489,$0.00,
19,379. Exercise trampoline 1.00 EA,$70.00,$330,$73.30,Avg,$29.32,$43.98,,$0.00,$29.32,$0.00,
19,380. Fitness - Skier / Gazelle / Glider 1.00,EA $160.00,$1.54,$167.4,Ave Oy,$67.02,$100.52,,$0.00,$67.02,$0.00,
19,381. Olympic weight bench,$170.00,$8.01,$178.01 0,y/ Avg Oy,$142.41,$35.60,,$0.00,$142.41,$0.00,
19,"382, Weights - Dumbbell 2 pe. set",,$1.88,,Avg,$33.50,$8.38,,$0.00,$33.50,$0.00,
19,"383, Weight sel - Free weight 15 pe set",$355.00,$16.23,$371.73,Avg.,£297.38,$7435,,$0.00,,$0.00,
19,384. Weight plate - single 1.00 EA,$50.00,$236,,/IDy,,$10.47,,$0.00,,$0.00,
19,385. Jump rope,$15.00,$0.71,$15.71,Avg /I0y,§3.14,$12.57,,$0.00,$3.14,$0.00,
19,386. Exercise / Yoga mat 1.00,EA,$127,$28.27 2,yf Ave.,,$22.62,,$0.00,$5.65,$0.00,
19,387. Yoga block / brick / wedge,$1500,$0.71,$15.71,Avg.,$3.14,$12.57,,$0.00,$3.14,$0.00,
19,388. Water bottle / canteen / Thermos 1.00,BA $20.00,$0.94,$20.4,Avg. Oy,2.09,$18.85,,$0.00,$2.09,$0.00,
19,389. Pedometer 1.00 BA,$25.00,$1.18,$26.18,G yl Ave.,$15.7],$10.47,,$0.00,$15.71,$0.00,
19,APPLIANCES/ELECTRONICS & MULTIMEDIA,,,,,,,,,,,
19,390. TV -LCD /LED-LCD 40-49 in.,$335.00,$15.79,$350.79,Avg.,$280.63,$70.16,,$0.00,$280.63,$0.00,
19,391. TV 55-59 in,,$1.05,$690.05,8 y/ Avg.,$552.04,$138.01,,80.00,$552.04,$1.00,
19,392. TV -LCD/ LED-LCD 60-69 in.,,$45.00,"$1,000.00 4",yf Ave.,,$600.00,,$0.00,$400.00,$0.0,
19,393. TV-LCD/ LED-LCD 70-79 in.,,$64.88,"$1,441.88",yl Ave,S14.19,$1297.69,,$0.00,$14.19,$0.00,
19,"394, Digital media streaming device",$75.00,$3.53,$78.53,I yf Avg.,57.85,$70.68,,$0.00,$1.85,$0.00,
19,"395, Blu-ray payer 1.00",EA $125.00,$5.89,$130.89,Avg.,$26.18,$104.71,,$0.00,926.18,$0.00,
19,396. DVD player,$46.00,92.17,¥48.17,Avg.,$24.09,$24.08,,$0.00,94.09,$0.00,
19,“The amount of RC Benefits remaining and/or paid is,subject to policy limitations.,,,,,,,,,,
19,* amount is part of current payment,,,,,,,,,,,
19,© indicates depreciation is non-recoverable,,,,,,,,,,,
19,,,,,,,,,,Page:20,,
20,,,,,,,,—,"——,",,,
20,Description Estimate,,Replacement,,Less,Actual Cash,bene,,Estimated,,,
20,Amount,Taxes,Cost Total,,,Value,Cost wiTax,Paid,Remaining Pending,Payment,,
20,397. Stereo system 1.00 EA $120.0,$5.65,$125.65 8,Avg,$10.52,$25.13,,$0.00,$100.52,$0.00,,
20,$11.00,90.52,,(0 yf Avg. ly,2.88,,,$0.00,$2.88,$0.00,,
20,399. CD - Box set $50.00,92.36,$52.36,10,$13.09,$39.27,,$0.00,$13.09,$0.00,,
20,400. DVD $10.00,$0.47,$10.47,Avg. By,92.42,$7.85,,$0.00,$2.62,$0.00,,
20,401. DVD - Box set 1.00 EA $60.00,$233,$62.83,By,$7.85,$54.98,,$0.00,$7.85,$0.00,,
20,402. Blu-ray movie $20.00,$0.94,$20.94,Avg By,,$15.70,,$0.00,$5.24,$0.00,,
20,403. Surge protector $30.00,,$31.41,,=,$28.27,,$0.00,$3.14,0.0,,
20,404. Window air conditioner/beater $275.00,$12.96,$287.96,,$86.39,$201.57,,$0.00,$36.39,,,
20,405. Fan - Tower $70.00,$3.30,$73.30 2,yf Avg.,514.66,$58.64,,$0.00,$14.66,$0.00,,
20,406. Fan - Pedestal $80.00,$3.77,$83.77,Ave.,$16.75,$67.02,,$0.00,$16.75,$0.00,,
20,401. Fan - Floor! Box 1.00 EA $60.00,$283,,My,,$5026,,$0.00,$12.57,$0.00,,
20,"Subtotals $8,944.91",$421.50,,,"4,430.74","$4,535.67",$0.00,$0.00,"$4,060.74",$0.00,,
20,Downstairs Rental Suite - DS RS,,,,,,,,,,,
20,Kifeben,,,,,,,,,,,
20,FURNITURE,,,,,,,,,,,
20,"COVERAGE B - PERSONAL PROPERTY - 4 FIRE, LIGHTNING, & REMOVAL",,,,,,,,,,,
20,408. Table / Chair set - Kitchen / Dining $500.00,$23.56,$523.56,Syl Avg,$130.89,$392.67,,$0.00,$130.89,$0.0,,
20,room - 5-7 pes,,,,,,,,,,,
20,409. Kitchen cart / Serving cart / $40.00,$1.88,$41.88,Avp. 20y,$20.94,,,$0.0,$20.94,9.00,,
20,Microwave cart,,,,,,,,,,,
20,410. Bakers rack $800.00,,,Ave. 20y,$41.39,,,$0.00,$41.89,$0.00,,
20,CURTAINS/DRAPES,,,,,,,,,,,
20,411. Window valance 4.00 EA $300.00,$14.14,,,25131,$62.83,,$0.00,$2513},$0.00,,
20,412. Curtains / drapes 6.00 EA $130.00,$8.48,$188.48,y/ Ave.,$30.16,$158.32,,$0.00,$30.16,$0.0,,
20,413. Wine rack 1.00 BA $40.00,$1.88,,,$3.14,$38.74,,$0.00,$3.14,$0.00,,
20,APPLIANCES,,,,,,,,,,,
20,"414, Refrigerators - Enter price",4231,,,,,,,,$0.00,,
20,"415, Electric ranges / Ovens - Enter price 1.00 BA $828.00",§39.02,$867.02,6 yf Avg /I3y,,$466.86,,$0.00,$400.16,$0.00,,
20,416. Microwave - Countertop 1.00 EA $155.00,$7.30,$162.30,Avg.,$48.69,$113.61,,$0.00,348.69,$0.00,,
20,SMALL APPLIANCES,,,,,,,,,,,
20,Rice cooker / Steamer 1.00 EA $152.79,$7.20,$159.9,dy! Ave.,$32.00,$127.99,,$0.00,$32.00,$0.00,,
20,418. Coffee - Brewer / Maker $62.99,$291,$65.%,dy! Avg.,$13.19,$52.77,,$0.00,$13.19,$0.00,,
20,* The amount of RC Benefits remaining and/or paid is subject to policy timitations.,,,,,,,,,,,
20,* amount is part of current payment,,,,,,,,,,,
20,> indicates depreciation is non-recoverable,,,,,,,,,,,
20,5154K577),,,,,,,,,,,
21,,,,,,,,,— RC,Benefits* ——,,
21,Description,,Estimate,Replacement,,Less,Actual Cash,,,Estimated,,
21,,,Amount,Taxes Cost Total,Life,,Value,Cost w/Tax,Paid Remaining,Pending,Payment,
21,419. Toaster - Conventional,,$38.9,$1.84 $40.83,Ave. /I0y,$8.17,$32.66,,$0.00,$8.17,$0.0,
21,420. Juicer - Electric,LEA,$129.95,$6.12 $136.07,Ave.,$13.61,$122.46,,$0.00,$13.61,$0.00,
21,421. Stand mixer,,$199.99,$9.42 $209.41,Syl Avg.,$104.71,$104.70,,$0.00,$104.7),$0.00,
21,422. Water,"1,00 EA",$85.00,$89.01,O16,$0.0,$89.01,,$0.00,$0.00,$0.00,
21,COOKWAREBAKEWARE,,,,,,,,,,,
21,423. Cookware set - 10 pe.,1.00 EA,$339.99,$39.58 $879.57,Syf Avg.,219.0,$659.67,,$0.00,$219.90,$0.0,
21,"424, Cooking pot","1,00 EA",$3.99,$0.42 $941,,$2.6,$7.05,,$0.00,$2.36,$0.00,
21,"425, Wok stir fry pan",1.00 EA,$132.99,$627 $139.26,2yf Ave 20y,$13.93,$1253,,$0.00,$13.93,$0.00,
21,"426, Sauce pan",,$45.00,$47.12,Ave. 20y,SAT,,,$0.00,$4.71,$0.00,
21,Orig. Dese. - Roaster pan,,,,,,,,,,,
21,"427, Fry pan/ saute pan / skillet",EA,$40.00,$1.88 $4188,Oy,$10.47,$31.41,,$0.00,$10.47,$0.00,
21,Orig. Desc. - set,,,,,,,,,,,
21,"428, Bakeware sel",,$40.0,$1.88,| y/ Avg.,$2.09,$39.79,,$0.00,$2.09,$0.00,
21,Orig. Desc. - Baker dish,,,,,,,,,,,
21,429. Casserole dish,1.00 EA,,$2.12 $47.12,4 Above Avg. 20 y,$5.65,M147,,$0.00,$5.65,$0.00,
21,DINNERIVARE & SERVING PIECES,,,,,,,,,,,
21,430. Dinnerware set - 16 pe - Casual,,$130.0,$6.13 $136.13,y/ Avg. 20y,$68.07,$58.06,,$0.00,$68.07,$0.00,
21,dinnerware,,,,,,,,,,,
21,431. Bowl - Vegetable - Casual,6.00EA,$378.00,$178] $395.81,Tyf Ave. 20y,,$257.28,,$0.00,$138.53,$0.00,
21,dinnerware,,,,,,,,,,,
21,432. Bowl - Salad / Serving - Casual,6.00 EA,$174.00,$8.20 $182.20,Avg. y,$63.77,$118.43,,$0.00,863.77,,
21,dinnerware,,,,,,,,,,,
21,GLASSWARE,,,,,,,,,,,
21,433. Mug,6.00EA,$60.00,$283 $62.83,6 y/ Avg. 20y,$18.85,$43.98,,$0.00,$18.85,$0.00,
21,"434, Water botlle / canteen / Thermos",400BA,200.0,$9.42 $209.42,3 y/ Above Avg. /I0y,$37.70,,,$0.00,$7.70,50.00,
21,"435, Glasses and cups set - 4pc.",,$67.99,$3.20 $71.19,Avg. 20y,$21.36,49.83,,$0.00,$21.36,$0.00,
21,"436, Corkscrew / remover",,$16.9,$0.80 $17.79,3 yf Above Avg. 20y,51.00,$16.19,,$0.00,$1.60,$0.00,
21,"437, Tea kettle",,$42.99,92.03 $45.02,| yf Above Avg. 20y,$135,,,$0.00,$135,50.00,
21,FLATWARE,,,,,,,,,,,
21,"438, Silverware - Casual place setting - 5",,$130.00,$6.13 $136.13,5 yf Avg. 20y,$34.03,$102.10,,$0.00,9403,$0.00,
21,Silverware - Casual knife sets - 4-6,,,$1.18 $26.18,Ave. 20y,,$19.63,,$0.00,$6.55,$0.0,
21,‘The amount of RC Benefits remaining and/or paid,is subject to policy,limitations.,,,,,,,,,
21,* amount is part of current payment,,,,,,,,,,,
21,© indicates depreciation is non-recoverable,,,,,,,,,,,
21,5154K577],,,,,,,,,Page:22,,
22,,,,,,,= RC,,,,,
22,,,,,,Actual,,,,,,
22,Deseription Estimate,Replacement,,Less,ActuelCash,Replacement,,Estimated,,,,
22,Amount,Taxes Cost Total,,,Value,Cost,Paid,Remaining Pending,Payment,,,
22,Ong. Desc. - Silverware/Flatware - Casual serving/Hostess sel,,,,,,,,,,,
22,LINENS,,,,,,,,,,,
22,440. Kitchen tovel,,,,,,$0.00,925.12,0.00,,,
22,441. Pot Holder 200EA $47.98,$226 $50.24,Sy,,540.19,,$0.00,$10.05,$0.00,,,
22,442. Oven Mitt 200EA $75.98,$3.58 $79.56,I,$1592,563.64,,$0.00,$15.92,$0.00,,,
22,"43, Drying mal 1.00 EA $18.00",$085,Sy,$n,$1508,,$0.00,,$0.00,,,
22,"444, Kitchen mat $70.0",$330 $73.30,Avg.,$7.33,$65.1,,$0.00,$733,$0.00,,,
22,TABLEWARE & STORAGE,,,,,,,,,,,
22,"445, Spice rack $54.9",$2.59 $57.58,Avg. /IOy,-§5.76,$51.82,,$0.00,$5.76,$0.00,,,
22,"446, Fruit holder 1.00 EA $21.24",$1.00 §22.24,Sy! Avg. /I0y,,,,$0.00,,$0.00,,,
22,447. Paper towel holder 1.00 EA $21.99,$23.03,Avg /I0 =,,$20.96,,$0.00,$2.07,$0.00,,,
22,448. Cutlery & utility - Cutting boards 3.00 EA,$339 $75.36 |,Above Avg.,226,$73.10,,$0.00,$226,$0.0,,,
22,"449, Lacy susan» Standard rade",071 $1571,Dy,$1.18,$1453,,$0.00,$1.18,$0.00,,,
22,450. Lunchbox 3.00 EA $50.97,$2.40 $5337,,$13.4,$40.03,,$0.00,$13.34,$0.00,,,
22,451. Microwave cookware $45.00,$2.12 $47.12,3 yf Ave.,,,,$0.00,,$0.0,,,
22,KITCHEN GADGETS/UTENSILS,,,,,,,,,,,
22,452. toe cube tray,$3.77 $83.73,I,$8.38,$75.35,,$0.0,$8.38,$0.0,,,
22,453. Spatula 200EA $23.8,$1.13 $25.11,Ave.,$5.03,$20.08,,$0.00,$5.03,$0.0,,,
22,"454, Potato masher 1.00 EA $2.0",$1.04 $23.05,Avg. 20y,93.46,$19.58,,$0.00,$3.46,30.00,,,
22,"455, Measuring cup set 1.00 EA $32.00",$351,,,$16.5,,$0.00,$16.%6,90.00,,,
22,"456, Ladle / Spoon $14.00",$0.66 $14.65,Avg. 20y,2.93,,,$0.00,$2.93,$0.00,,,
22,"457, / vegetable peeler LOOEA $32.9",$1.55,,$5.18,$29.36,,$0.00,$5.18,90.00,,,
22,458. S380,$4031,,$6.05,3426,,$0.00,$6.05,90.00,,,
22,459. Tongs,$0.47 $10.47,5 y/ Ave. 20y,,$7.85,,$0.00,$2.62,$0.00,,,
22,"460, Mixing bow! - Set (2-4) 499",$236 $52.35,4y/ Avg.,$10.47,S188,,$0.00,$10.47,$0.00,,,
22,461. Colander / strainer 2.00 EA,4.43 $98.41 |,y/ Above Avg. /I0y,$591,,,$0.00,$5.91,,,,
22,462. Dish rack / draining rack 1.00 EA $26.0,$123 $2723,,,923.15,,$0.0,$4.08,30.00,,,
22,"463, Pitcher 20EA",$330,,,,,,,$0.00,,,
22,PERISHABLE/NON-PERISHABLE & CLEANING SUPPLIES,,,,,,,,,,,
22,* The amount of RC Benefits remaining and/or paid is subject t policy limitations.,,,,,,,,,,,
22,* amount is part of current payment,,,,,,,,,,,
22,© indicates depreciation is non-recoverable,,,,,,,,,,,
22,5154K577),,,,,,,Page:23,,,,
23,,,,,,,,,,—,——,
23,,,,,,,,,Actual,,,
23,Deseription,,Estimate,,Replacement,,Less,Actual Cash,Replacement,,Estimated,
23,,,Amount,Taxes,Cost Total Age,/ Cond. / Life,recistion,Value,Cost w/Tax,Paid,Remaining Pendi,Payment
23,464. foods,,$600.00,928.27,$628.27 05,yi Avg Ay,80.00,$628.27,,$0.00,$0.00,$0.00
23,465. Freezer Food,,9200.0,$9.42,§209.42,OS yl Ave,$0.0,$209.42,,$0.00,$0.00,$0.00
23,466. Canned Goods,1.00 EA,$150.0,$1.07,$157.07,0.5 yf Avg. Dy,$0.00,$157.07,,$0.00,$0.00,$0.00
23,467. Spices,,$15.0,$3.53,$78.53,0.5 Avg. Ay,$0.0,$78.53,,$0.00,$0.00,$0.00
23,468. Baking goods,1.00 EA,$125.00,$5.89,$130.8,0.5 y/ Ave. Oy,30.00,$130.89,,$0.00,$0.00,80.0
23,469. Broom,1.00 EA,$15.48,$0.73,$16.21,Avg,$2.43,$13.78,,$0.00,92.43,30.00
23,470. Mop,,$25.00,$1.18,$26.18,Avg HOy,$5.24,$20.4,,$0.00,$5.24,$0.00
23,Ace Hardware - 10/30/2023,,,,,,,,,,,
23,Orig. Desc. - Mop,,,,,,,,,,,
23,"471, Dustpan",1.00 EA,$7.00,$33,$7.33,Avg. /I0y,0.23,%.60,,$0.00,$0.23,$0.00
23,Subtotals,,"$9,211.57",$434.06,"$9,645.63",,"52,090.10","$7,555.53",$0.00,$0.00,"$2,090.10",$0.00
23,Downstairs Rental Suite - DS RS,,,,,,,,,,,
23,Dining Room,,,,,,,,,,,
23,FURNITURE,,,,,,,,,,,
23,"COVERAGE B - PERSONAL PROPERTY - 34 FIRE, LIGHTNING,",& REMOVAL,,,,,,,,,,
23,472. Table / Chair set - Kitchen / Dining,,,,,,,NEED AGE,,$0.00,,9.00
23,room - 5-9 pes - High,,,,,,,,,,,
23,473. Table / Chair set - Kitchen / Dining,,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,room - 7-9 pes - Prem,,,,,,,,,,,
23,"474, Table / Chair set - Kitchen / Dining",,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,roam - 7-9 pes - Dix,,,,,,,,,,,
23,"475, Buffet / Server / Bar",,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,476. Rutch - China & kitchen,,,,,,,NEED AGE,,$0.0,$0.00,
23,477. Credenza,,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,"478, Cabinet bar",,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,"479, Wine rack",,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,480. Wine cabinet,,,,,,,XEED AGE,,$0.00,$0.00,$0.00
23,"481, Bakers rack",,,,,,,NEED AGE,,$0.00,$0.0,$0.00
23,482. Beach,,,,,,,NEED AGE,,$0.00,30.00,$0.0
23,"483, Chair",,,,,,,NEED AGE,,$0.00,$0.00,$0.00
23,"484, Curio",,,,,,,NEED AGE,,30.00,$0.00,$0.00
23,"485, Room divider / decorative screen",,,,,,,NEED AGE,,$0.00,$0.00,$0.0
23,‘The amount of RC Benefits remaining and/or,paid is subject to policy,"limitations,",,,,,,,,,
23,* amount is part of current payment,,,,,,,,,,,
23,© indicates depreciation is non-recoverable,,,,,,,,,,,
23,,,,,,,,,,,Page:24,
24,,,,,,,,,,,,——
24,,,,Estimate,,Replacement,,Less,Actual Cash,,,Estimated
24,,,,Amount,Taxes,Cost Total,,,Value,Cost wiTax,Paid,Remaining Pending
24,486. Wall mirror,,,,,,,,NEED AGE,,$0.00,$0.00
24,487. Portable,,,,,,,,NEED AGE,,$0.00,$0.00
24,"488, Fireplace soreen",,,,,,,,NEED AGE,,$0.00,$0.00
24,489. Fireplace tool set - 3+ pe. set,,,,,,,,NEED AGE,,$0.00,$0.00
24,490. Rug - Runner/Hall,,,,,,,,NEED AGE,,$0.00,$0.00
24,"491, Rug - Area",,,,,,,,NEED AGE,,$0.00,$0.00
24,492. Throw rug,,,,,,,,NEED AGE,,$0.00,$0.00
24,WALL ARTDECOR,,,,,,,,,,,
24,493. Framed artwork / priat,,,,,,,,NEED AGE,,$0.00,$0.00
24,"494, Wall decor",,,,,,,,NEED AGE,,$0.00,$0.00
24,495. Lithograph,,,,,,,,NEED AGE,,$0.00,$0.00
24,496. Painting - Artwork,,,,,,,,NEED AGE,,$0.0,$0.00
24,497. Tapestry,,,,,,,,NEED AGE,,$0.00,$0.00
24,498. Wall clock,,,,,,,,NEED AGE,,$0.00,$0.00
24,CURTAINS/DRAPES,,,,,,,,,,,
24,"499, Window valance",,,,,,,,NEED AGE,,$0.00,$0.00
24,500. Curtains / drapes,,,,,,,|,NEED AGE,,$0.00,$0.00
24,,,,|,,,,,,,,
24,DINNERWARE & SERVING PIECES,,,,,,,,,,,
24,501. Place setting 4 pe. - Fine china,,,,,,,,NEED AGE,,$0.00,$0.00
24,502. Salt & pepper shaker - Fine china,,,,,,,,NEED AGE,,$0.00,$0.00
24,,,,,,,|,,,,,
24,503. Bow - Salad/ Serving - Fine china,,,,,,,,NEED AGE,,$0.00,$0.00
24,504. Bowl - All-Purpose - Fine china,,,$43.00,$2.03,,15 yf Avg.,0.0,45.03,,$0.00,$0.00
24,505. Fine China - Gravy Boat,,,$90.00,$4.24,$94.24,15 y/ Avg. Dy,$0.0,$94.24,,$0.00,$0.00
